PPL/XP,Analytical Code,#img,Image Width (mm),Fabric Code,Petrographic Fabric,#name,Site,Latitude#number,Longitude#number,Artifact Number#long,Vessel Form Type,Period,Fe ppm (INAA)#number,Na ppm (INAA)#number,Ca ppm (INAA)#number,Sm ppm (INAA)#number,Lu ppm (INAA)#number,U ppm (INAA)#number,Yb ppm (INAA)#number,As ppm (INAA)#number,Sb ppm (INAA)#number,La ppm (INAA)#number,Ce ppm (INAA)#number,Th ppm (INAA)#number,Cr ppm (INAA)#number,Hf ppm (INAA)#number,Cs ppm (INAA)#number,Sc ppm (INAA)#number,Rb ppm (INAA)#number,Ta ppm (INAA)#number,Co ppm (INAA)#number,Eu ppm (INAA)#number,petfab_computed
PPL,KTJ001,KOM(1),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2849,Transport Stirrup Jar,Late Minoan IIIB,6.12,0.97,7.72,5.27,0.38,2.9,2.86,7.7,1.0,29.0,63.1,9.87,321.0,4.28,5.7,22.17,70,1.1,35.43,1.18,Main south-central Cretan Fabric
XP,KTJ001,KOMX(1),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2849,Transport Stirrup Jar,Late Minoan IIIB,6.12,0.97,7.72,5.27,0.38,2.9,2.86,7.7,1.0,29.0,63.1,9.87,321.0,4.28,5.7,22.17,70,1.1,35.43,1.18,Main south-central Cretan Fabric
PPL,KTJ001,PPL_KOM_001_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2849,Transport Stirrup Jar,Late Minoan IIIB,6.12,0.97,7.72,5.27,0.38,2.9,2.86,7.7,1.0,29.0,63.1,9.87,321.0,4.28,5.7,22.17,70,1.1,35.43,1.18,Quartz and Calcite Fabric
XP,KTJ001,XPL_KOM_001_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2849,Transport Stirrup Jar,Late Minoan IIIB,6.12,0.97,7.72,5.27,0.38,2.9,2.86,7.7,1.0,29.0,63.1,9.87,321.0,4.28,5.7,22.17,70,1.1,35.43,1.18,Main south-central Cretan Fabric
PPL,KTJ002,KOM(2),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2893,Transport Stirrup Jar,Late Minoan IIIB,5.88,1.59,7.32,5.61,0.35,4.6,2.76,12.3,1.3,30.9,59.1,9.7,313.0,4.04,7.84,21.45,110,1.0,34.62,1.13,Main south-central Cretan Fabric
XP,KTJ002,KOMX(2),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2893,Transport Stirrup Jar,Late Minoan IIIB,5.88,1.59,7.32,5.61,0.35,4.6,2.76,12.3,1.3,30.9,59.1,9.7,313.0,4.04,7.84,21.45,110,1.0,34.62,1.13,Main south-central Cretan Fabric
PPL,KTJ002,PPL_KOM_002_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2893,Transport Stirrup Jar,Late Minoan IIIB,5.88,1.59,7.32,5.61,0.35,4.6,2.76,12.3,1.3,30.9,59.1,9.7,313.0,4.04,7.84,21.45,110,1.0,34.62,1.13,Main south-central Cretan Fabric
XP,KTJ002,XPL_KOM_002_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2893,Transport Stirrup Jar,Late Minoan IIIB,5.88,1.59,7.32,5.61,0.35,4.6,2.76,12.3,1.3,30.9,59.1,9.7,313.0,4.04,7.84,21.45,110,1.0,34.62,1.13,Main south-central Cretan Fabric
PPL,KTJ003,KOM(3),8.3,D,Fine Calcareous Phyllite Fabric,Fine Calcareous Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C3318,Transport Stirrup Jar,Late Minoan II,5.12,1.25,3.11,4.46,0.32,2.4,2.52,4.2,0.6,23.7,56.8,9.12,348.0,4.33,6.29,18.98,110,0.8,24.04,0.94,Main south-central Cretan Fabric
XP,KTJ003,KOMX(3),8.3,D,Fine Calcareous Phyllite Fabric,Fine Calcareous Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C3318,Transport Stirrup Jar,Late Minoan II,5.12,1.25,3.11,4.46,0.32,2.4,2.52,4.2,0.6,23.7,56.8,9.12,348.0,4.33,6.29,18.98,110,0.8,24.04,0.94,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ003,PPL_KOM_003_033_,3.3,D,Fine Calcareous Phyllite Fabric,Fine Calcareous Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C3318,Transport Stirrup Jar,Late Minoan II,5.12,1.25,3.11,4.46,0.32,2.4,2.52,4.2,0.6,23.7,56.8,9.12,348.0,4.33,6.29,18.98,110,0.8,24.04,0.94,Macrofossiliferous Clay Pellet Fabric
XP,KTJ003,XPL_KOM_003_033_,3.3,D,Fine Calcareous Phyllite Fabric,Fine Calcareous Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C3318,Transport Stirrup Jar,Late Minoan II,5.12,1.25,3.11,4.46,0.32,2.4,2.52,4.2,0.6,23.7,56.8,9.12,348.0,4.33,6.29,18.98,110,0.8,24.04,0.94,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ004,KOM(4),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2470,Transport Stirrup Jar,Late Minoan IIIB,6.18,0.86,7.19,4.33,0.36,2.7,2.47,5.4,0.7,24.8,53.5,9.46,485.0,4.38,8.75,21.94,110,0.8,41.8,0.98,Macrofossiliferous Clay Pellet Fabric
XP,KTJ004,KOMX(4),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2470,Transport Stirrup Jar,Late Minoan IIIB,6.18,0.86,7.19,4.33,0.36,2.7,2.47,5.4,0.7,24.8,53.5,9.46,485.0,4.38,8.75,21.94,110,0.8,41.8,0.98,Main south-central Cretan Fabric
PPL,KTJ004,PPL_KOM_004_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2470,Transport Stirrup Jar,Late Minoan IIIB,6.18,0.86,7.19,4.33,0.36,2.7,2.47,5.4,0.7,24.8,53.5,9.46,485.0,4.38,8.75,21.94,110,0.8,41.8,0.98,Macrofossiliferous Clay Pellet Fabric
XP,KTJ004,XPL_KOM_004_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C2470,Transport Stirrup Jar,Late Minoan IIIB,6.18,0.86,7.19,4.33,0.36,2.7,2.47,5.4,0.7,24.8,53.5,9.46,485.0,4.38,8.75,21.94,110,0.8,41.8,0.98,Main south-central Cretan Fabric
PPL,KTJ005,KOM(5),8.3,G,"Phyllite, Siltstone and Chert Fabric","Phyllite, Siltstone and Chert Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C6355,Transport Stirrup Jar,Late Minoan IIIB,6.02,0.76,7.41,4.8,0.36,2.3,2.68,4.2,0.6,30.3,64.7,10.5,353.0,4.17,6.41,20.45,110,1.2,39.04,1.11,Main south-central Cretan Fabric
XP,KTJ005,KOMX(5),8.3,G,"Phyllite, Siltstone and Chert Fabric","Phyllite, Siltstone and Chert Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C6355,Transport Stirrup Jar,Late Minoan IIIB,6.02,0.76,7.41,4.8,0.36,2.3,2.68,4.2,0.6,30.3,64.7,10.5,353.0,4.17,6.41,20.45,110,1.2,39.04,1.11,Main south-central Cretan Fabric
PPL,KTJ005,PPL_KOM_005_033_,3.3,G,"Phyllite, Siltstone and Chert Fabric","Phyllite, Siltstone and Chert Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C6355,Transport Stirrup Jar,Late Minoan IIIB,6.02,0.76,7.41,4.8,0.36,2.3,2.68,4.2,0.6,30.3,64.7,10.5,353.0,4.17,6.41,20.45,110,1.2,39.04,1.11,Medium/coarse Igneous Fabric
XP,KTJ005,XPL_KOM_005_033_,3.3,G,"Phyllite, Siltstone and Chert Fabric","Phyllite, Siltstone and Chert Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C6355,Transport Stirrup Jar,Late Minoan IIIB,6.02,0.76,7.41,4.8,0.36,2.3,2.68,4.2,0.6,30.3,64.7,10.5,353.0,4.17,6.41,20.45,110,1.2,39.04,1.11,Main south-central Cretan Fabric
PPL,KTJ006,KOM(6),8.3,F,"Quartzite, Phyllite and Schist Fabric","Quartzite, Phyllite and Schist Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C11077,Transport Stirrup Jar,Late Minoan IA,7.14,0.51,5.0,9.09,0.53,4.7,4.11,32.8,8.0,54.5,120.7,21.4,200.0,7.14,12.1,21.59,160,1.8,20.28,1.81,"Quartzite, Phyllite and Schist Fabric"
XP,KTJ006,KOMX(6),8.3,F,"Quartzite, Phyllite and Schist Fabric","Quartzite, Phyllite and Schist Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C11077,Transport Stirrup Jar,Late Minoan IA,7.14,0.51,5.0,9.09,0.53,4.7,4.11,32.8,8.0,54.5,120.7,21.4,200.0,7.14,12.1,21.59,160,1.8,20.28,1.81,Main south-central Cretan Fabric
PPL,KTJ006,PPL_KOM_006_033_,3.3,F,"Quartzite, Phyllite and Schist Fabric","Quartzite, Phyllite and Schist Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C11077,Transport Stirrup Jar,Late Minoan IA,7.14,0.51,5.0,9.09,0.53,4.7,4.11,32.8,8.0,54.5,120.7,21.4,200.0,7.14,12.1,21.59,160,1.8,20.28,1.81,Medium/coarse Igneous Fabric
XP,KTJ006,XPL_KOM_006_033_,3.3,F,"Quartzite, Phyllite and Schist Fabric","Quartzite, Phyllite and Schist Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C11077,Transport Stirrup Jar,Late Minoan IA,7.14,0.51,5.0,9.09,0.53,4.7,4.11,32.8,8.0,54.5,120.7,21.4,200.0,7.14,12.1,21.59,160,1.8,20.28,1.81,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ007,KOM(7),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7874,Transport Stirrup Jar,Late Minoan IIIB,5.25,0.75,4.18,8.11,0.5,3.8,3.86,6.3,1.6,47.3,98.6,13.9,90.0,6.08,7.77,19.5,130,1.6,26.77,1.74,Main south-central Cretan Fabric
XP,KTJ007,KOMX(7),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7874,Transport Stirrup Jar,Late Minoan IIIB,5.25,0.75,4.18,8.11,0.5,3.8,3.86,6.3,1.6,47.3,98.6,13.9,90.0,6.08,7.77,19.5,130,1.6,26.77,1.74,Main south-central Cretan Fabric
PPL,KTJ007,PPL_KOM_007_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7874,Transport Stirrup Jar,Late Minoan IIIB,5.25,0.75,4.18,8.11,0.5,3.8,3.86,6.3,1.6,47.3,98.6,13.9,90.0,6.08,7.77,19.5,130,1.6,26.77,1.74,Medium/coarse Igneous Fabric
XP,KTJ007,XPL_KOM_007_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7874,Transport Stirrup Jar,Late Minoan IIIB,5.25,0.75,4.18,8.11,0.5,3.8,3.86,6.3,1.6,47.3,98.6,13.9,90.0,6.08,7.77,19.5,130,1.6,26.77,1.74,Main south-central Cretan Fabric
PPL,KTJ008,KOM(8),8.3,H,Phyllite Fabric,Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C4940,Transport Stirrup Jar,Late Minoan IIIA,5.28,0.52,1.0,9.57,0.6,4.3,4.76,13.2,1.6,53.0,114.9,15.2,115.0,7.37,9.39,19.38,150,1.8,33.79,1.96,Fusilinid Fabric
XP,KTJ008,KOMX(8),8.3,H,Phyllite Fabric,Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C4940,Transport Stirrup Jar,Late Minoan IIIA,5.28,0.52,1.0,9.57,0.6,4.3,4.76,13.2,1.6,53.0,114.9,15.2,115.0,7.37,9.39,19.38,150,1.8,33.79,1.96,Phyllite Fabric
PPL,KTJ008,PPL_KOM_008_033_,3.3,H,Phyllite Fabric,Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C4940,Transport Stirrup Jar,Late Minoan IIIA,5.28,0.52,1.0,9.57,0.6,4.3,4.76,13.2,1.6,53.0,114.9,15.2,115.0,7.37,9.39,19.38,150,1.8,33.79,1.96,Phyllite Fabric
XP,KTJ008,XPL_KOM_008_033_,3.3,H,Phyllite Fabric,Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C4940,Transport Stirrup Jar,Late Minoan IIIA,5.28,0.52,1.0,9.57,0.6,4.3,4.76,13.2,1.6,53.0,114.9,15.2,115.0,7.37,9.39,19.38,150,1.8,33.79,1.96,Main south-central Cretan Fabric
PPL,KTJ009,KOM(9),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9273,Transport Stirrup Jar,Late Minoan IIIB,5.72,0.56,4.51,5.09,0.34,2.7,2.81,8.3,0.8,27.9,66.0,10.3,283.0,4.71,2.81,18.71,50,1.2,31.48,1.11,Main south-central Cretan Fabric
XP,KTJ009,KOMX(9),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9273,Transport Stirrup Jar,Late Minoan IIIB,5.72,0.56,4.51,5.09,0.34,2.7,2.81,8.3,0.8,27.9,66.0,10.3,283.0,4.71,2.81,18.71,50,1.2,31.48,1.11,Main south-central Cretan Fabric
PPL,KTJ009,PPL_KOM_009_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9273,Transport Stirrup Jar,Late Minoan IIIB,5.72,0.56,4.51,5.09,0.34,2.7,2.81,8.3,0.8,27.9,66.0,10.3,283.0,4.71,2.81,18.71,50,1.2,31.48,1.11,Macrofossiliferous Clay Pellet Fabric
XP,KTJ009,XPL_KOM_009_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9273,Transport Stirrup Jar,Late Minoan IIIB,5.72,0.56,4.51,5.09,0.34,2.7,2.81,8.3,0.8,27.9,66.0,10.3,283.0,4.71,2.81,18.71,50,1.2,31.48,1.11,Main south-central Cretan Fabric
PPL,KTJ010,KOM(10),8.3,J,Schist Fabric,Schist Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11241,Transport Stirrup Jar,Late Minoan IIIB,5.89,0.81,7.69,5.14,0.34,2.7,2.77,10.5,0.7,28.3,60.1,9.33,386.0,3.97,2.72,21.17,60,1.1,34.02,1.26,Main south-central Cretan Fabric
XP,KTJ010,KOMX(10),8.3,J,Schist Fabric,Schist Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11241,Transport Stirrup Jar,Late Minoan IIIB,5.89,0.81,7.69,5.14,0.34,2.7,2.77,10.5,0.7,28.3,60.1,9.33,386.0,3.97,2.72,21.17,60,1.1,34.02,1.26,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ010,PPL_KOM_010_033_,3.3,J,Schist Fabric,Schist Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11241,Transport Stirrup Jar,Late Minoan IIIB,5.89,0.81,7.69,5.14,0.34,2.7,2.77,10.5,0.7,28.3,60.1,9.33,386.0,3.97,2.72,21.17,60,1.1,34.02,1.26,Macrofossiliferous Clay Pellet Fabric
XP,KTJ010,XPL_KOM_010_033_,3.3,J,Schist Fabric,Schist Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11241,Transport Stirrup Jar,Late Minoan IIIB,5.89,0.81,7.69,5.14,0.34,2.7,2.77,10.5,0.7,28.3,60.1,9.33,386.0,3.97,2.72,21.17,60,1.1,34.02,1.26,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ011,KOM(11),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11179,Transport Stirrup Jar,Late Minoan II,5.86,0.72,4.69,4.37,0.32,2.7,2.72,4.2,0.7,25.8,54.9,10.8,357.0,4.18,7.87,20.88,130,1.0,32.73,1.04,Main south-central Cretan Fabric
XP,KTJ011,KOMX(11),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11179,Transport Stirrup Jar,Late Minoan II,5.86,0.72,4.69,4.37,0.32,2.7,2.72,4.2,0.7,25.8,54.9,10.8,357.0,4.18,7.87,20.88,130,1.0,32.73,1.04,Main south-central Cretan Fabric
PPL,KTJ011,PPL_KOM_011_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11179,Transport Stirrup Jar,Late Minoan II,5.86,0.72,4.69,4.37,0.32,2.7,2.72,4.2,0.7,25.8,54.9,10.8,357.0,4.18,7.87,20.88,130,1.0,32.73,1.04,Main south-central Cretan Fabric
XP,KTJ011,XPL_KOM_011_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11179,Transport Stirrup Jar,Late Minoan II,5.86,0.72,4.69,4.37,0.32,2.7,2.72,4.2,0.7,25.8,54.9,10.8,357.0,4.18,7.87,20.88,130,1.0,32.73,1.04,Main south-central Cretan Fabric
PPL,KTJ012,KOM(12),8.3,I,"Red Firing Quartzite, Phyllite and Schist with microfossils Fabric","Red Firing Quartzite, Phyllite and Schist with microfossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C10976,Transport Stirrup Jar,Late Minoan IIIA,3.51,0.22,4.77,4.25,0.29,3.2,2.31,10.5,1.3,33.0,54.5,9.62,112.0,5.79,3.21,12.97,40,1.2,7.09,0.89,Quartz and Calcite Fabric
XP,KTJ012,KOMX(12),8.3,I,"Red Firing Quartzite, Phyllite and Schist with microfossils Fabric","Red Firing Quartzite, Phyllite and Schist with microfossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C10976,Transport Stirrup Jar,Late Minoan IIIA,3.51,0.22,4.77,4.25,0.29,3.2,2.31,10.5,1.3,33.0,54.5,9.62,112.0,5.79,3.21,12.97,40,1.2,7.09,0.89,Quartz and Clay Pellet Fabric
PPL,KTJ012,PPL_KOM_012_033_,3.3,I,"Red Firing Quartzite, Phyllite and Schist with microfossils Fabric","Red Firing Quartzite, Phyllite and Schist with microfossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C10976,Transport Stirrup Jar,Late Minoan IIIA,3.51,0.22,4.77,4.25,0.29,3.2,2.31,10.5,1.3,33.0,54.5,9.62,112.0,5.79,3.21,12.97,40,1.2,7.09,0.89,Quartz and Calcite Fabric
XP,KTJ012,XPL_KOM_012_033_,3.3,I,"Red Firing Quartzite, Phyllite and Schist with microfossils Fabric","Red Firing Quartzite, Phyllite and Schist with microfossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C10976,Transport Stirrup Jar,Late Minoan IIIA,3.51,0.22,4.77,4.25,0.29,3.2,2.31,10.5,1.3,33.0,54.5,9.62,112.0,5.79,3.21,12.97,40,1.2,7.09,0.89,Main south-central Cretan Fabric
PPL,KTJ013,KOM(13),8.3,D,Fine Calcareous Phyllite Fabric,Fine Calcareous Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C10258,Transport Stirrup Jar,Late Minoan II,5.78,1.02,5.14,4.78,0.34,3.3,2.59,5.4,0.7,26.2,59.1,10.4,405.0,4.02,5.94,20.19,120,1.1,33.5,1.03,Main south-central Cretan Fabric
XP,KTJ013,KOMX(13),8.3,D,Fine Calcareous Phyllite Fabric,Fine Calcareous Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C10258,Transport Stirrup Jar,Late Minoan II,5.78,1.02,5.14,4.78,0.34,3.3,2.59,5.4,0.7,26.2,59.1,10.4,405.0,4.02,5.94,20.19,120,1.1,33.5,1.03,Main south-central Cretan Fabric
PPL,KTJ013,PPL_KOM_013_033_,3.3,D,Fine Calcareous Phyllite Fabric,Fine Calcareous Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C10258,Transport Stirrup Jar,Late Minoan II,5.78,1.02,5.14,4.78,0.34,3.3,2.59,5.4,0.7,26.2,59.1,10.4,405.0,4.02,5.94,20.19,120,1.1,33.5,1.03,Macrofossiliferous Clay Pellet Fabric
XP,KTJ013,XPL_KOM_013_033_,3.3,D,Fine Calcareous Phyllite Fabric,Fine Calcareous Phyllite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C10258,Transport Stirrup Jar,Late Minoan II,5.78,1.02,5.14,4.78,0.34,3.3,2.59,5.4,0.7,26.2,59.1,10.4,405.0,4.02,5.94,20.19,120,1.1,33.5,1.03,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ014,KOM(14),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9063,Short-Necked Amphora,Late Minoan IIIA,7.42,0.55,7.08,4.75,0.4,2.8,2.98,6.3,0.5,27.8,62.2,11.1,395.0,4.0,1.33,25.27,60,1.2,41.73,1.13,Main south-central Cretan Fabric
XP,KTJ014,KOMX(14),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9063,Short-Necked Amphora,Late Minoan IIIA,7.42,0.55,7.08,4.75,0.4,2.8,2.98,6.3,0.5,27.8,62.2,11.1,395.0,4.0,1.33,25.27,60,1.2,41.73,1.13,Main south-central Cretan Fabric
PPL,KTJ014,PPL_KOM_014_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9063,Short-Necked Amphora,Late Minoan IIIA,7.42,0.55,7.08,4.75,0.4,2.8,2.98,6.3,0.5,27.8,62.2,11.1,395.0,4.0,1.33,25.27,60,1.2,41.73,1.13,Main south-central Cretan Fabric
XP,KTJ014,XPL_KOM_014_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9063,Short-Necked Amphora,Late Minoan IIIA,7.42,0.55,7.08,4.75,0.4,2.8,2.98,6.3,0.5,27.8,62.2,11.1,395.0,4.0,1.33,25.27,60,1.2,41.73,1.13,Main south-central Cretan Fabric
PPL,KTJ015,KOMX(15),8.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C285,Short-Necked Amphora,Late Minoan IIIB,4.87,1.4,3.76,4.82,0.32,2.5,2.52,5.9,0.8,26.7,62.5,9.27,362.0,4.91,5.34,16.52,100,1.2,27.63,1.16,Medium/coarse Igneous Fabric
XP,KTJ015,KOMX(15),8.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C285,Short-Necked Amphora,Late Minoan IIIB,4.87,1.4,3.76,4.82,0.32,2.5,2.52,5.9,0.8,26.7,62.5,9.27,362.0,4.91,5.34,16.52,100,1.2,27.63,1.16,Medium/coarse Igneous Fabric
PPL,KTJ015,PPL_KOM_015_033_,3.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C285,Short-Necked Amphora,Late Minoan IIIB,4.87,1.4,3.76,4.82,0.32,2.5,2.52,5.9,0.8,26.7,62.5,9.27,362.0,4.91,5.34,16.52,100,1.2,27.63,1.16,Medium/coarse Igneous Fabric
XP,KTJ015,XPL_KOM_015_033_,3.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C285,Short-Necked Amphora,Late Minoan IIIB,4.87,1.4,3.76,4.82,0.32,2.5,2.52,5.9,0.8,26.7,62.5,9.27,362.0,4.91,5.34,16.52,100,1.2,27.63,1.16,Main south-central Cretan Fabric
PPL,KTJ016,KOM(16),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9276,Short-Necked Amphora,Late Minoan IIIB,6.66,0.95,4.65,4.77,0.34,2.1,2.65,5.8,0.6,22.3,56.0,8.17,427.0,3.91,3.12,25.43,70,1.4,44.49,1.17,Main south-central Cretan Fabric
XP,KTJ016,KOMX(16),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9276,Short-Necked Amphora,Late Minoan IIIB,6.66,0.95,4.65,4.77,0.34,2.1,2.65,5.8,0.6,22.3,56.0,8.17,427.0,3.91,3.12,25.43,70,1.4,44.49,1.17,Main south-central Cretan Fabric
PPL,KTJ016,PPL_KOM_016_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9276,Short-Necked Amphora,Late Minoan IIIB,6.66,0.95,4.65,4.77,0.34,2.1,2.65,5.8,0.6,22.3,56.0,8.17,427.0,3.91,3.12,25.43,70,1.4,44.49,1.17,Main south-central Cretan Fabric
XP,KTJ016,XPL_KOM_016_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9276,Short-Necked Amphora,Late Minoan IIIB,6.66,0.95,4.65,4.77,0.34,2.1,2.65,5.8,0.6,22.3,56.0,8.17,427.0,3.91,3.12,25.43,70,1.4,44.49,1.17,Main south-central Cretan Fabric
PPL,KTJ017,KOM(17),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9386,Short-Necked Amphora,Late Minoan IIIB,5.29,1.01,4.47,4.84,0.35,2.6,2.86,6.0,0.9,26.0,56.2,8.57,290.0,3.96,6.15,19.32,90,1.0,30.34,1.13,Main south-central Cretan Fabric
XP,KTJ017,KOMX(17),8.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9386,Short-Necked Amphora,Late Minoan IIIB,5.29,1.01,4.47,4.84,0.35,2.6,2.86,6.0,0.9,26.0,56.2,8.57,290.0,3.96,6.15,19.32,90,1.0,30.34,1.13,Main south-central Cretan Fabric
PPL,KTJ017,PPL_KOM_017_033_,3.3,A,Main south-central Cretan Fabric,Main south-central Cretan Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9386,Short-Necked Amphora,Late Minoan IIIB,5.29,1.01,4.47,4.84,0.35,2.6,2.86,6.0,0.9,26.0,56.2,8.57,290.0,3.96,6.15,19.32,90,1.0,30.34,1.13,Main south-central Cretan Fabric
